station_id,station_name,rides_started,rides_ended,net_outflow,total_activity
CHI01863,Central Park Ave & Ardmore Ave,585,682,-97,1267
CHI02045,Lincolnwood Dr & Central St,602,660,-58,1262
CHI02301,Public Rack - Lincoln Ave & Fullteron Ave (Northwest),620,639,-19,1259
CHI02249,Campbell Ave & Irving Park Rd,601,657,-56,1258
CHI00922,Sacramento Blvd & Addison St,629,629,0,1258
CHI00804,Princeton Ave & 47th St,671,586,85,1257
13208,Burling St & Diversey Pkwy,621,631,-10,1252
439,Campbell Ave & Irving Park Rd,680,571,109,1251
519,Wolcott Ave & Fargo Ave,621,627,-6,1248
21359,Kilbourn Ave & Belden Ave,620,628,-8,1248
CHI00924,Albany Ave & Belmont Ave,658,586,72,1244
21452,Richmond St & Lincoln Ave,613,627,-14,1240
CHI02284,Public Rack - Michigan Ave & Wacker Dr (North),600,634,-34,1234
CHI02251,Elston Ave & Henderson St,563,670,-107,1233
CHI00927,Western Ave & Berteau Ave,606,626,-20,1232
594,Western Blvd & 48th Pl,627,597,30,1224
CHI00780,Jeffery Blvd & 71st St,618,600,18,1218
CHI01857,Kilbourn Ave & Roscoe St,634,580,54,1214
CHI00822,Ping Tom Park East Public Rack,648,559,89,1207
CHI01848,Western Ave & Lake St,649,553,96,1202
23106,Kenneth Ave & Lawrence Ave,615,587,28,1202
653B,Stony Island Ave & 63rd St,595,601,-6,1196
CHI00582,Cottage Grove Ave & 67th St,585,609,-24,1194
CHI02279,Public Rack - Rush St & Ontario St,577,612,-35,1189
CHI01765,Kostner Ave & Belmont Ave,595,593,2,1188
CHI02252,Sacramento Blvd & Addison St,608,575,33,1183
767,Public Rack - Hyde Park Blvd & 53rd St,725,457,268,1182
23110,Keeler Ave & Carmen Ave,565,616,-51,1181
CHI00660,California Ave & 23rd Pl,619,559,60,1178
CHI01952,Portage Park,574,603,-29,1177
398,Long & Irving Park,612,565,47,1177
CHI00256,Indiana Ave & 40th St,568,586,-18,1154
CHI02094,Rockwell/Irving Park Hub,569,583,-14,1152
CHI02024,Lowell Ave & Armitage Ave,542,605,-63,1147
KA1504000091,Hoyne Ave & 47th St,607,533,74,1140
CHI01925,Kedzie Ave & 57th St,553,587,-34,1140
CHI02290,Public Rack - Orleans St & Grand Ave,560,577,-17,1137
CHI00601,Ashland Ave & Pershing Rd,574,562,12,1136
23107,Karlov Ave & Lawrence Ave,558,573,-15,1131
CHI02146,Rockwell St & Cermak Rd,569,560,9,1129
CHI02297,Public Rack - Wells St & Schiller St,549,574,-25,1123
CHI00959,Keeler Ave & Carmen Ave,543,575,-32,1118
20256.0,N Sheffield Ave & W Wellington Ave,639,477,162,1116
23112,St Louis Ave & Foster Ave,561,554,7,1115
CHI02361,Chicago Ave & Grove St,550,561,-11,1111
21361,Kenosha Ave & Wellington Ave,560,549,11,1109
21379,Rockwell St & Archer Ave,545,560,-15,1105
Corral 1,Wrigley Events Parking Area,593,511,82,1104
21314,Narragansett Ave & Wrightwood Ave,534,569,-35,1103
KA1503000031,Cottage Grove Ave & 67th St,533,570,-37,1103
CHI02027,Edgebrook Metra,557,539,18,1096
CHI02265,Public Rack - Clark St & Diversey Pkwy (South),542,547,-5,1089
Corral 2,Weekend Night Parking Area A,531,554,-23,1085
CHI02198,St Louis Ave & Armitage Ave,551,533,18,1084
CHI00541,Austin Blvd & Lake St,566,516,50,1082
24150,North Boundary Park,527,555,-28,1082
KA1503000030,Jeffery Blvd & 67th St,545,536,9,1081
CHI00928,Campbell Ave & Irving Park Rd,527,552,-25,1079
CHI01938,Milwaukee Ave & Agatite Ave,540,530,10,1070
21312,Lockwood Ave & Wrightwood Ave,505,563,-58,1068
CHI00705,Archer (Damen) Ave & 37th St,549,511,38,1060
CHI02306,Public Rack - Sangamon St & Fulton St,523,535,-12,1058
15689,California Ave & 23rd Pl,566,488,78,1054
CHI02316,Public Rack - Southport Ave & Fullteron Ave,506,525,-19,1031
CHI01858,Kenosha Ave & Wellington Ave,515,510,5,1025
CHI02319,Public Rack - Trader Joe's Clybourn Ave,514,507,7,1021
24157,Central Park Ave & Ardmore Ave,506,513,-7,1019
KA1503000018,Jeffery Blvd & 71st St,503,512,-9,1015
CHI02280,Public Rack - Rush St & Ohio St,479,532,-53,1011
24153,Kostner Ave & Bryn Mawr Ave,510,500,10,1010
CHI02302,Public Rack - Halsted St & Fullerton Ave,492,517,-25,1009
CHI01993,Kilbourn Ave & Diversey Ave,478,530,-52,1008
CHI02263,Public Rack - Clark St & Diversey Pkwy (North 1),487,515,-28,1002
CHI00578,Fairfield Ave & Roosevelt Rd,511,486,25,997
CHI02015,Milwaukee Ave & Highland Ave,501,495,6,996
CHI00220,Eberhart Ave & 61st St,471,521,-50,992
CHI01878,Clark/Eddy,496,496,0,992
CHI01954,Melvina Ave & Giddings Ave,480,511,-31,991
CHI01278,Public Rack - Christiana Ave & Belmont Ave,493,498,-5,991
CHI02073,Broadway & Oakdale Ave,492,497,-5,989
CHI01135,Public Rack - Milwaukee Ave & Haussen Ct,489,498,-9,987
24323,Kilbourn Ave & Diversey Ave,465,516,-51,981
1524189,Lowell Ave & Armitage Ave,472,507,-35,979
CHI00812,Narragansett Ave & Wrightwood Ave,483,495,-12,978
20104,State St & 95th St,521,457,64,978
CHI02267,Public Rack - Desplaines St & Fulton St,485,490,-5,975
KA1503000009,Princeton Ave & 47th St,498,474,24,972
KA1503000020,South Shore Dr & 74th St,471,491,-20,962
CHI02323,Whipple St & Irving Park Rd,465,497,-32,962
21360,Kilbourn Ave & Roscoe St,485,474,11,959
CHI00918,Milwaukee Ave & Fullerton Ave,472,485,-13,957
CHI00858,Big Marsh Park,483,473,10,956
CHI01277,Public Rack - Monticello Ave & Belmont Ave,466,484,-18,950
24148,Fairfield Ave & Pratt Blvd,441,509,-68,950
CHI02322,Troy St & Grace St,458,490,-32,948
CHI01419,Public Rack - Woodlawn Ave & 63rd St N,470,476,-6,946
CHI01285,Public Rack - Jonathan Y Scammon Public School,466,479,-13,945
CHI02269,Public Rack - Wells St & Wacker Dr,462,481,-19,943
CHI00932,N Shore Channel Trail & Argyle St,491,452,39,943
CHI00762,Princeton Ave & Garfield Blvd,469,474,-5,943
CHI02272,Public Rack - Wacker Dr & Adams St,455,475,-20,930
24289,Midway Orange Line,551,378,173,929
CHI02278,Public Rack - Wells St & Lake St,446,483,-37,929
CHI01827,Kildare Ave & North Ave,450,475,-25,925
768,Public Rack - Hyde Park Blvd & 55th St,452,471,-19,923
CHI02305,Public Rack - Carpenter St & Madison St,451,471,-20,922
CHI01834,California Ave & Touhy Ave,457,460,-3,917
CHI01892,Bernard St & Peterson Ave,455,461,-6,916
CHI01810,Avers Ave & Foster Ave,458,457,1,915
CHI00966,Public Rack - Kedzie Ave & Argyle St,440,458,-18,898
CHI00748,State St & 95th St,511,387,124,898
CHI01763,Cicero Ave & Wrightwood Ave,419,471,-52,890
CHI00549,Stony Island Ave & 71st St,444,444,0,888
KA1503000045,Stony Island Ave & 71st St,451,435,16,886
21356,Lavergne Ave & Fullerton Ave,442,439,3,881
504,Public Rack - Milwaukee Ave & Diversey Ave,399,481,-82,880
458,Washtenaw Ave & Peterson Ave,461,415,46,876
24159,Kedvale Ave & Peterson Ave,439,436,3,875
546,Damen Ave & Pershing Rd,419,452,-33,871
CHI01982,Linder Ave & Montrose Ave,442,428,14,870
21322,Grace St & Cicero Ave,434,430,4,864
CHI01986,Elston Ave & Carmen Ave,427,436,-9,863
CHI01910,Menard Ave & Lawrence Ave,431,431,0,862
CHI01771,Laramie Ave & Irving Park Rd,429,429,0,858
335.0,Komensky Ave & 31st St,442,415,27,857
CHI01801,Cicero Ave & Roscoe Ave,444,413,31,857
CHI01003,Public Rack - Spaulding Ave & Evergreen Ave,421,431,-10,852
491,Public Rack - Kedzie Ave & Argyle St,422,428,-6,850
CHI01818,Kostner Ave & Bryn Mawr Ave,429,416,13,845
CHI00554,Perry Ave & 69th St,434,411,23,845
CHI02292,Public Rack - Dearborn St & Kinzie St 2,390,454,-64,844
414,Sacramento Blvd & Fulton Ave,461,380,81,841
CHI00756,Halsted St & 51st St,417,421,-4,838
CHI02282,Public Rack - DuSable Lake Shore Dr & Ontario St,408,428,-20,836
20219,Burnham Greenway & 112th St,416,413,3,829
CHI00967,Public Rack - Hamlin Ave & Montrose Ave,402,426,-24,828
CHI00925,Rockwell St & Fletcher St,406,417,-11,823
24367,Milwaukee Ave & Agatite Ave,412,410,2,822
CHI01898,Hoyne Ave & 34th St,384,426,-42,810
CHI00815,Grace St & Cicero Ave,394,416,-22,810
CHI00561,Stony Island Ave & 67th St,428,380,48,808
25001,Archer & Wentworth,376,430,-54,806
1052,Public Rack - Rockwell & Division,396,408,-12,804
CHI01779,Sacramento Ave & Lunt Ave,394,408,-14,802
KA1503000033,Eberhart Ave & 61st St,361,435,-74,796
CHI02287,Public Rack - Dearborn St & Superior St,370,424,-54,794
CHI02230,California Ave & Winona St,417,370,47,787
KA1503000019,Stony Island Ave & 75th St,384,403,-19,787
CHI01396,Public Rack - Washtenaw Ave & Devon Ave,384,402,-18,786
23163,Laramie Ave & Irving Park Rd,351,434,-83,785
CHI01889,Kilpatrick Ave & Grand Ave,396,387,9,783
CHI01139,Damen Ave & Pershing Rd,386,392,-6,778
CHI00658,Central Park Ave & 24th St,389,388,1,777
492,Public Rack - Hamlin Ave & Montrose Ave,388,386,2,774
23180,Cicero Ave & Wrightwood Ave,375,398,-23,773
CHI01832,Sacramento Ave & Pratt Blvd,375,398,-23,773
CHI01967,Mason Ave & Montrose Ave,371,401,-30,772
KA1504000102,Fairfield Ave & Roosevelt Rd,376,396,-20,772
931,Public Rack - Western Ave & Devon Ave,372,397,-25,769
CHI02318,Public Rack - Clybourn Ave & Dickens Ave,369,399,-30,768
16920,Central Ave & Chicago Ave,419,345,74,764
CHI02014,Hyacinth Ave & Milwaukee Ave,396,367,29,763
CHI01185,Public Rack - California Ave & Cortez St,350,410,-60,760
CHI02002,Lavergne Ave & Lawrence Ave,412,346,66,758
24211,Western Ave & Lake St,367,391,-24,758
464,Western Ave & Ardmore Ave,399,353,46,752
CHI00597,Sacramento Blvd & Franklin Blvd,375,375,0,750
KA1503000023,Stony Island Ave & 67th St,376,372,4,748
KA1503000073,MLK Jr Dr & 56th St,387,360,27,747
24376,University Ave & 65th St,348,390,-42,738
CHI00557,Stony Island Ave & 64th St,373,363,10,736
CHI01828,Lexington St & California Ave,353,382,-29,735
CHI01865,Richmond St & Lincoln Ave,361,373,-12,734
16906,Austin Blvd & Lake St,384,348,36,732
CHI01964,Farragut Ave & Central Ave,371,360,11,731
20107,Walden Pkwy & 100th St,370,359,11,729
CHI00542,Central Park Blvd & 5th Ave,316,412,-96,728
CHI02216,California Ave & 16th St,365,358,7,723
CHI00930,Lincoln Ave & Balmoral Ave,373,349,24,722
CHI02064,Waveland/Wilton Corral,357,363,-6,720
CHI01850,Lavergne Ave & Fullerton Ave,351,368,-17,719
KA1503000051,Halsted St & 47th Pl,373,340,33,713
CHI00510,Central Park & Augusta Blvd,342,368,-26,710
20232,Big Marsh Park,353,353,0,706
CHI01789,Laramie Ave & Addison St,364,341,23,705
CHI01841,California Ave & 41st St,351,353,-2,704
24151,California Ave & Touhy Ave,344,359,-15,703
CHI01790,Fairfield Ave & 44th St,372,324,48,696
CHI01842,Wood St & 33rd St,350,346,4,696
415,Western Ave & Lake St,427,267,160,694
CHI00672,Ashland Ave & McDowell Ave,320,373,-53,693
CHI00940,Elston Ave & George St,329,363,-34,692
CHI01399,Public Rack - Drake Ave & Leland Ave,341,350,-9,691
CHI01900,Kedzie Ave & 60th St,339,351,-12,690
KA1503000053,MLK Jr Dr & 63rd St,319,371,-52,690
23123,Dan Ryan Woods & 83rd St,342,346,-4,688
KA1503000001,Shields Ave & 43rd St,323,364,-41,687
CHI01104,Cottage Grove Ave & 78th St,350,337,13,687
513,Public Rack - Spaulding Ave & Evergreen Ave,341,346,-5,687
CHI02236,Public Rack - Rockwell St & Chicago Ave,336,350,-14,686
CHI01758,Lockwood Ave & Grand Ave,353,331,22,684
CHI01760,Central Ave & Altgeld St,338,346,-8,684
CHI00926,Kedzie Ave & George St,337,347,-10,684
CHI00921,Western Ave & Grace St,330,351,-21,681
580,Exchange Ave & 79th St,339,342,-3,681
KA1504000110,Millard Ave & 26th St,323,356,-33,679
CHI00248,Union Ave & Root St,291,388,-97,679
CHI02314,Public Rack - Southport Ave & Webster Ave,325,353,-28,678
KA1503000013,Princeton Ave & Garfield Blvd,338,339,-1,677
23187,Lockwood Ave & Grand Ave,343,333,10,676
13083,Indiana Ave & 40th St,351,324,27,675
CHI02234,Western Ave & Ardmore Ave,327,347,-20,674
CHI01148,Public Rack - Milwaukee Ave & Diversey Ave,326,344,-18,670
CHI00565,Stony Island Ave & 75th St,341,328,13,669
CHI00523,Halsted St & 47th Pl,330,336,-6,666
16932,Ashland Ave & Pershing Rd,327,336,-9,663
24155,Kostner Ave & Devon Ave,332,325,7,657
21346,Kedzie Ave & 57th St,330,326,4,656
15692,California Ave & 26th St,338,318,20,656
CHI01804,Marmora Ave & Irving Park Rd,316,337,-21,653
CHI00712,Vernon Ave & 75th St,330,321,9,651
KA1503000049.1,Rainbow - Beach,327,324,3,651
CHI01078,State St & 54th St,331,319,12,650
24178,Meade Ave & Fullerton Ave,305,344,-39,649
21317,Long Ave & Belmont Ave,334,315,19,649
CHI02379,Theater on the Lake Public Rack - East,312,333,-21,645
21380,Fairfield Ave & 44th St,289,356,-67,645
CHI00795,Walden Pkwy & 100th St,321,322,-1,643
CHI02242,Public Rack - Hoyne Ave & Walton St,314,323,-9,637
CHI01866,Mozart St & Jackson Blvd,299,338,-39,637
CHI01844,Western Ave & 43rd St,333,303,30,636
441,Virginia Ave & Catalpa Ave,333,302,31,635
CHI01977,Narragansett Ave & Montrose Ave,334,299,35,633
646,State St & 54th St,318,315,3,633
CHI00589,Millard Ave & 26th St,319,312,7,631
CHI00931,California Ave & Winona St,334,295,39,629
CHI00936,Western Ave & Ardmore Ave,319,310,9,629
500,Public Rack - Monticello Ave & Belmont Ave,315,314,1,629
CHI02309,Public Rack - Racine Ave & Armitage Ave,307,322,-15,629
23182,Central Ave & Altgeld St,329,298,31,627
CHI00824,Kildare Ave & Division St,335,290,45,625
CHI01843,Harlem Ave & Irving Park Rd,322,301,21,623
24366,Linder Ave & Montrose Ave,308,315,-7,623
KA1503000047,Perry Ave & 69th St,332,290,42,622
CHI00811,Long Ave & Belmont Ave,320,301,19,621
CHI02325,Washtenaw Ave & Polk St,304,316,-12,620
20106,Chicago State University,321,299,22,620
23171,Leclaire Ave & Belmont Ave,292,324,-32,616
CHI00814,Merrimac Park,325,290,35,615
585,Cottage Grove Ave & 83rd St,293,322,-29,615
CHI01290,Public Rack - Hamlin Ave & Fullerton Ave,306,306,0,612
CHI00662,California Ave & 26th St,306,305,1,611
CHI02283,Public Rack - St Clair St & Superior St,307,303,4,610
21326,Harlem Ave & Irving Park Rd,305,304,1,609
Corral 3,Weekend Night Parking Area B,397,211,186,608
CHI01943,Lavergne Ave & Diversey Ave,279,328,-49,607
CHI02215,Lamon Ave & Belmont Ave,306,296,10,602
CHI00567,MLK Jr Dr & 56th St,319,282,37,601
370,Central Park & Augusta Blvd,278,322,-44,600
CHI02303,Public Rack - Ogden Ave & Monroe St,294,305,-11,599
CHI00539,Central Ave & Lake St,283,313,-30,596
512,Public Rack - California Ave & Cortez St,306,290,16,596
CHI00679,Ashland Ave & 50th St,298,298,0,596
CHI00960,Addison Red Line,293,300,-7,593
CHI01101,Public Rack - Hyde Park Blvd & 53rd St,285,306,-21,591
24369,Menard Ave & Lawrence Ave,286,305,-19,591
16918,Austin Blvd & Madison St,300,290,10,590
23165,Cicero Ave & Roscoe Ave,301,287,14,588
CHI02286,Public Rack - Wabash Ave & Chicago Ave,279,308,-29,587
CHI00901,Francisco Ave & Chicago Ave,287,300,-13,587
CHI00534,Kedzie Ave & 24th St,288,292,-4,580
24149,Sacramento Ave & Lunt Ave,290,289,1,579
549,Marshfield Ave & 44th St,280,299,-19,579
20229,Baltimore Ave & 87th St,273,305,-32,578
877,Public Rack - Racine Ave & 109th Pl,291,287,4,578
CHI00596,Austin Blvd & Madison St,273,304,-31,577
CHI02268,Public Rack - Damen Ave & Division St,281,291,-10,572
CHI01914,Shabbona Park,254,317,-63,571
CHI00906,Washtenaw Ave & Polk St,319,252,67,571
21395,Shabbona Park,240,328,-88,568
CHI01935,Wallace St & Pershing Rd,281,283,-2,564
CHI01778,Dan Ryan Woods & 83rd St,284,279,5,563
CHI02273,Public Rack - Halsted St Metra Station,262,300,-38,562
CHI02271,Public Rack - Dearborn St & Jackson Ave,262,298,-36,560
Corral 11,Clark/Eddy,275,284,-9,559
426,California & 16th St,324,233,91,557
CHI01932,Long Ave & Diversey Ave,264,292,-28,556
545,Kostner Ave & Adams St,282,273,9,555
TA1309000051,Commercial Ave & 83rd St,269,284,-15,553
CHI02266,Public Rack - Morgan St & Madison St,273,280,-7,553
CHI01504,Public Rack - Rockwell & Division,252,299,-47,551
1012,Public Rack - Langley Ave & 49th St,269,281,-12,550
CHI00902,Sacramento Blvd & Fulton Ave,318,231,87,549
567,May St & 69th St,273,274,-1,547
23192,Kildare Ave & North Ave,268,278,-10,546
CHI00568,Wentworth Ave & 63rd St,285,258,27,543
16937,Ashland Ave & McDowell Ave,253,288,-35,541
CHI01422,Public Rack - South Shore Dr & 71st St,266,274,-8,540
CHI01398,Public Rack - Jensen Park,265,274,-9,539
CHI01984,Higgins Ave & Austin Ave,236,302,-66,538
24147,Sacramento Ave & Pratt Blvd,263,275,-12,538
KA1503000032,Union Ave & Root St,282,253,29,535
20224,Calumet Park,266,268,-2,534
CHI01814,Clark/Newport,253,280,-27,533
CHI00661,Albany Ave & 26th St,254,277,-23,531
CHI01906,Laramie Ave & Bloomingdale Ave,257,272,-15,529
CHI00618,Western Ave & 28th St,266,263,3,529
21337,Hoyne Ave & 34th St,245,283,-38,528
23172,Kostner Ave & Belmont Ave,224,303,-79,527
CHI02029,Halsted St & 96th St,253,273,-20,526
CHI02000,Lynch Ave & Elston Ave,261,262,-1,523
KA1503000010,Halsted St & 51st St,244,279,-35,523
CHI00873,Burnham Greenway & 112th St,258,261,-3,519
24371,Lavergne Ave & Lawrence Ave,283,235,48,518
21374,Kilpatrick Ave & Grand Ave,257,261,-4,518
Corral 15,LaSalle St & Washington St Corral N,320,197,123,517
CHI00929,Virginia Ave & Catalpa Ave,265,252,13,517
Corral 17,Wacker Dr & Washington St Corral,353,163,190,516
CHI01919,Kedzie Ave & 54th Pl,255,261,-6,516
CHI01926,Pine Ave & Division St,232,283,-51,515
24158,Bernard St & Peterson Ave,269,244,25,513
420,Washtenaw Ave & Polk St,290,222,68,512
CHI01985,Cumberland Ave & Catherine Ave,255,257,-2,512
KA1503000021,Stony Island Ave & 64th St,267,245,22,512
CHI01124,Public Rack - Spaulding Ave & North Ave,253,257,-4,510
318,Oak Park & Wellington,250,260,-10,510
CHI02351,Lake/Aberdeen Corral,243,267,-24,510
CHI01782,Nordica Ave & Medill Ave,267,242,25,509
372,Hamlin Ave & Grand Ave,291,218,73,509
CHI02274,Public Rack - Wells St & Monroe St,253,255,-2,508
16905,Central Ave & Lake St,237,270,-33,507
CHI01764,Leclaire Ave & Belmont Ave,251,256,-5,507
650,Eggleston Ave & 69th St,260,244,16,504
571,Vernon Ave & 75th St,222,281,-59,503
CHI02403,Laflin St & Taylor St,246,256,-10,502
21387,St Louis Ave & 59th St,247,254,-7,501
CHI02277,Public Rack - Wabash Ave & Balbo Dr,245,255,-10,500
CHI01836,California Ave & Madison St,296,202,94,498
CHI02256,Sacramento Blvd & Fulton St,256,242,14,498
24364,Narragansett Ave & Montrose Ave,243,254,-11,497
CHI01883,Meade Ave & Fullerton Ave,232,264,-32,496
CHI01136,Pulaski Rd & Congress Pkwy,233,259,-26,492
CHI02299,Public Rack - Orleans St & Ontario St,240,250,-10,490
CHI01377,Public Rack - Emerald Ave & 43rd St,240,250,-10,490
930,Public Rack - Washtenaw Ave & Devon Ave,244,244,0,488
21323,Merrimac Park,237,251,-14,488
507,Public Rack - Hamlin Ave & Fullerton Ave,235,253,-18,488
505,Public Rack - Milwaukee Ave & Haussen Ct,243,241,2,484
CHI01950,Pulaski Rd & Ann Lurie Pl,219,265,-46,484
CHI00721,Phillips Ave & 79th St,245,239,6,484
CHI02382,Navy Pier Overflow Corral,233,249,-16,482
CHI00767,Chicago State University,246,236,10,482
CHI00526,Rainbow Beach,231,249,-18,480
CHI01905,Kedvale Ave & Peterson Ave,247,233,14,480
CHI02016,Central & Elston,252,227,25,479
CHI00745,Morgan St & Pershing Rd,256,223,33,479
CHI02350,Racine/Lake Corral,236,242,-6,478
20205,Western Ave & 111th St,245,231,14,476
23162,Marmora Ave & Irving Park Rd,221,255,-34,476
24237,Wood St & 33rd St,235,241,-6,476
CHI00991,State St & 79th St,251,224,27,475
573,State St & 79th St,253,222,31,475
CHI01799,Grace St & Central Ave,236,239,-3,475
KA1503000025,Wentworth Ave & 63rd St,260,214,46,474
CHI01995,Austin Ave & Milwaukee Ave,228,244,-16,472
1121.0,Public Rack - Milwaukee Ave & Higgins Ave,236,236,0,472
CHI02289,Public Rack - Wells St & Grand Ave,232,239,-7,471
355,Central Ave & Parker Ave,247,222,25,469
23215,Lexington St & California Ave,221,247,-26,468
16940,Ashland Ave & 50th St,239,226,13,465
Corral 7,Addison Red Line,222,241,-19,463
15691,Albany Ave & 26th St,229,232,-3,461
1032,Public Rack - Kedvale Ave & 63rd St W,228,232,-4,460
CHI01254,Cottage Grove Ave & 83rd St,227,232,-5,459
CHI01871,Sayre Ave & Diversey Ave,219,239,-20,458
CHI02295,Public Rack - Clark St & Oak St,222,233,-11,455
21345,Artesian Ave & 55th St,223,230,-7,453
20103,Prospect Sq & 91st St,228,225,3,453
CHI02246,Virginia Ave & Catalpa Ave,226,225,1,451
316,Lamon Ave & Belmont Ave,251,199,52,450
833,Public Rack - Pulaski Rd & 44th St,211,238,-27,449
CHI00853,Calumet Park,219,228,-9,447
CHI01011,Public Rack - Justine St & 87th St,210,235,-25,445
CHI00249,Halsted St & 63rd St,256,189,67,445
CHI02150,Kostner Ave & Devon Ave,236,209,27,445
CHI00564,MLK Jr Dr & 63rd St,232,212,20,444
CHI01073,Public Rack - Harold Washington Park,217,227,-10,444
CHI02047,Shields Ave & 43rd St,211,232,-21,443
CHI01962,Steelworkers Park,219,224,-5,443
21378,Nordica Ave & Medill Ave,243,198,45,441
CHI01882,Lawndale Ave & 30th St,207,233,-26,440
CHI02163,Kenmore Ave & School St,223,216,7,439
KA1503000055,Halsted St & 63rd St,205,233,-28,438
1142.0,Public Rack - Haft Ave & Milwaukee Ave,217,221,-4,438
CHI01920,Narragansett Ave & North Ave,199,237,-38,436
CHI01877,Rockwell St & 57th St,196,240,-44,436
CHI00916,Long & Irving Park,252,183,69,435
CHI01236,Public Rack - Karlov Ave & Milwaukee Ave,214,219,-5,433
CHI00897,California & 16th St,245,186,59,431
CHI01122,Laramie Ave & Kinzie St,228,202,26,430
CHI01885,Kedzie Ave & Archer Ave,207,223,-16,430
358,Kilpatrick Ave & Parker Ave,220,207,13,427
CHI02218,Long Ave & Irving Park Rd,214,212,2,426
CHI02250,Central Park Ave & Augusta Blvd,206,220,-14,426
CHI01867,Tripp Ave & 65th St,190,234,-44,424
CHI00722,Exchange Ave & 79th St,190,232,-42,422
CHI01791,Major Ave & Addison St,201,220,-19,421
CHI00970,Public Rack - Keystone Ave & Irving Park Rd,210,210,0,420
397,Narragansett Ave & School St,209,209,0,418
CHI00670,Pulaski Rd & Lake St,205,213,-8,418
24212,California Ave & Madison St,220,196,24,416
21357,Lamon Ave & Armitage Ave,198,218,-20,416
1276.0,Public Rack - Hollywood Park,208,208,0,416
CHI02381,Theater on the Lake Public Rack - South,207,208,-1,415
595,Wabash Ave & 87th St,219,196,23,415
21334,Lawndale Ave & 30th St,190,224,-34,414
